decision_id	run_accession	study_accession	sample_accession	identity_status	protocol_status	evidence	reference	review_date
REV2_SRR16980330	SRR16980330	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171155	2026-09-14
REV2_SRR16980331	SRR16980331	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171154	2026-09-14
REV2_SRR16980332	SRR16980332	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171153	2026-09-14
REV2_SRR16980333	SRR16980333	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171152	2026-09-14
REV2_SRR16980334	SRR16980334	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171151	2026-09-14
REV2_SRR16980335	SRR16980335	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171150	2026-09-14
REV2_SRR16980336	SRR16980336	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171149	2026-09-14
REV2_SRR16980337	SRR16980337	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171148	2026-09-14
REV2_SRR16980338	SRR16980338	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171147	2026-09-14
REV2_SRR16980339	SRR16980339	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171146	2026-09-14
REV2_SRR16980340	SRR16980340	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171145	2026-09-14
REV2_SRR16980341	SRR16980341	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171144	2026-09-14
REV2_SRR16980342	SRR16980342	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171143	2026-09-14
REV2_SRR16980343	SRR16980343	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171142	2026-09-14
REV2_SRR16980344	SRR16980344	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171141	2026-09-14
REV2_SRR16980345	SRR16980345	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171140	2026-09-14
REV2_SRR16980346	SRR16980346	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171139	2026-09-14
REV2_SRR16980347	SRR16980347	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171138	2026-09-14
REV2_SRR16980348	SRR16980348	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171137	2026-09-14
REV2_SRR16980349	SRR16980349	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171136	2026-09-14
REV2_SRR16980350	SRR16980350	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171135	2026-09-14
REV2_SRR16980351	SRR16980351	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171134	2026-09-14
REV2_SRR16980352	SRR16980352	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171133	2026-09-14
REV2_SRR16980353	SRR16980353	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171132	2026-09-14
REV2_SRR16980354	SRR16980354	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171131	2026-09-14
REV2_SRR16980355	SRR16980355	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171130	2026-09-14
REV2_SRR16980356	SRR16980356	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171129	2026-09-14
REV2_SRR16980357	SRR16980357	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171128	2026-09-14
REV2_SRR16980358	SRR16980358	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171127	2026-09-14
REV2_SRR16980359	SRR16980359	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171126	2026-09-14
REV2_SRR16980360	SRR16980360	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171125	2026-09-14
REV2_SRR16980361	SRR16980361	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171124	2026-09-14
REV2_SRR16980362	SRR16980362	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171123	2026-09-14
REV2_SRR16980363	SRR16980363	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171122	2026-09-14
REV2_SRR16980364	SRR16980364	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171121	2026-09-14
REV2_SRR16980365	SRR16980365	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171120	2026-09-14
REV2_SRR16980366	SRR16980366	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171119	2026-09-14
REV2_SRR16980367	SRR16980367	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171118	2026-09-14
REV2_SRR16980368	SRR16980368	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171117	2026-09-14
REV2_SRR16980369	SRR16980369	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171116	2026-09-14
REV2_SRR16980370	SRR16980370	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171115	2026-09-14
REV2_SRR16980371	SRR16980371	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171114	2026-09-14
REV2_SRR16980372	SRR16980372	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171113	2026-09-14
REV2_SRR16980373	SRR16980373	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171112	2026-09-14
REV2_SRR16980374	SRR16980374	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171111	2026-09-14
REV2_SRR16980375	SRR16980375	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171110	2026-09-14
REV2_SRR16980376	SRR16980376	PRJNA766998	SAMN23296634	target	bulk_confirmed	Sample attributes: strain=CHOZEN; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN23296634;https://www.ebi.ac.uk/ena/browser/api/xml/SRX13171109	2026-09-14
REV2_SRR28413170	SRR28413170	PRJNA1090557	SAMN40570597	target	bulk_confirmed	Paper-linked CHO-S transcriptome; see paper_methods_notes.json, sections 2.2, 2.9 and Data Availability.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN40570597;https://www.ebi.ac.uk/ena/browser/api/xml/SRX24017562;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA1090557;https://doi.org/10.1002/biot.202400078	2026-09-14
REV2_SRR28413171	SRR28413171	PRJNA1090557	SAMN40570596	target	bulk_confirmed	Paper-linked CHO-S transcriptome; see paper_methods_notes.json, sections 2.2, 2.9 and Data Availability.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN40570596;https://www.ebi.ac.uk/ena/browser/api/xml/SRX24017561;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA1090557;https://doi.org/10.1002/biot.202400078	2026-09-14
REV2_SRR2968325	SRR2968325	PRJNA304606	SAMN04305212	target	bulk_confirmed	Sample attributes: strain=CHOpgsA745; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04305212;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1457797	2026-09-14
REV2_SRR2968326	SRR2968326	PRJNA304606	SAMN04305213	target	bulk_confirmed	Sample attributes: strain=CHOpgsA745; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04305213;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1457798	2026-09-14
REV2_SRR2968327	SRR2968327	PRJNA304606	SAMN04305214	target	bulk_confirmed	Sample attributes: strain=CHOpgsA745-XylT1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04305214;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1457799	2026-09-14
REV2_SRR2968328	SRR2968328	PRJNA304606	SAMN04305215	target	bulk_confirmed	Sample attributes: strain=CHOpgsA745-XylT1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04305215;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1457800	2026-09-14
REV2_SRR3284443	SRR3284443	PRJNA316065	SAMN04574676	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574676;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655601;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284444	SRR3284444	PRJNA316065	SAMN04574676	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574676;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655601;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284445	SRR3284445	PRJNA316065	SAMN04574677	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574677;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655602;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284446	SRR3284446	PRJNA316065	SAMN04574677	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574677;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655602;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284447	SRR3284447	PRJNA316065	SAMN04574678	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574678;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655603;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284448	SRR3284448	PRJNA316065	SAMN04574678	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574678;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655603;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284449	SRR3284449	PRJNA316065	SAMN04574679	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574679;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655604;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284450	SRR3284450	PRJNA316065	SAMN04574679	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574679;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655604;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284451	SRR3284451	PRJNA316065	SAMN04574680	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574680;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655605;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284452	SRR3284452	PRJNA316065	SAMN04574680	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574680;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655605;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284453	SRR3284453	PRJNA316065	SAMN04574681	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574681;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655606;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284454	SRR3284454	PRJNA316065	SAMN04574681	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574681;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655606;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284455	SRR3284455	PRJNA316065	SAMN04574682	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574682;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655607;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284456	SRR3284456	PRJNA316065	SAMN04574682	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574682;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655607;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284457	SRR3284457	PRJNA316065	SAMN04574683	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574683;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655608;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284458	SRR3284458	PRJNA316065	SAMN04574683	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574683;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655608;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284459	SRR3284459	PRJNA316065	SAMN04574684	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574684;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655609;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284460	SRR3284460	PRJNA316065	SAMN04574684	target	bulk_confirmed	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RNAseq; population RNA extraction in protocol.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574684;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655609;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284461	SRR3284461	PRJNA316065	SAMN04574685	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574685;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655610;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284462	SRR3284462	PRJNA316065	SAMN04574685	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574685;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655610;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284463	SRR3284463	PRJNA316065	SAMN04574686	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574686;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655611;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284464	SRR3284464	PRJNA316065	SAMN04574686	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574686;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655611;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284465	SRR3284465	PRJNA316065	SAMN04574687	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574687;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655612;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR3284466	SRR3284466	PRJNA316065	SAMN04574687	target	other_assay	Sample attributes: source_name=Chinese hamster ovary cells; individual experiment labelled RiboSeq in a mixed ribosome-profiling/RNA-seq project.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN04574687;https://www.ebi.ac.uk/ena/browser/api/xml/SRX1655612;https://www.ebi.ac.uk/ena/browser/api/xml/PRJNA316065	2026-09-14
REV2_SRR35653646	SRR35653646	PRJNA1335855	SAMN52025842	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025842;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705858	2026-09-14
REV2_SRR35653647	SRR35653647	PRJNA1335855	SAMN52025842	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025842;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705857	2026-09-14
REV2_SRR35653648	SRR35653648	PRJNA1335855	SAMN52025842	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025842;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705856	2026-09-14
